Def	NM_001280909.1
LOC105666358	XR_001099237.2
LOC105666359	XM_012315167.2
LOC105666360	XM_012315216.1
LOC105666361	XM_020865921.1
LOC105666362	XM_020865761.1
LOC105666363	XM_020865914.1
LOC105666364	XM_012315249.2
LOC105666365	XM_020865913.1
LOC105666366	XM_012315255.2
LOC105666367	XM_012315256.2
LOC105666368	XM_012315257.2
LOC105666369	XM_020865787.1
LOC105666370	XM_012315275.1
LOC105666371	XM_012315296.2
LOC105666372	XR_001099241.2
LOC105666374	XR_002308324.1
LOC105666375	XR_001099244.1
LOC105666376	XM_012315297.2
LOC105666377	XM_012315330.2
LOC105666378	XR_001099246.2
LOC105666381	XM_012315355.2
LOC105666382	XM_012315365.1
LOC105666383	XR_002308299.1
LOC105666384	XM_012315371.2
LOC105666386	XR_002308307.1
LOC105666387	XR_002308288.1
LOC105666388	XM_012315381.2
LOC105666389	XM_020866413.1
LOC105666391	XM_012315400.1
LOC105666392	XM_012315403.1
LOC105666393	XM_012315404.2
LOC105666394	XM_012315405.2
LOC105666395	XM_012315406.2
LOC105666396	XM_012315424.1
LOC105666397	XR_002308293.1
LOC105666398	XM_012315492.2
LOC105666399	XM_012315511.2
LOC105666400	XR_001099268.2
LOC105666401	XM_020866325.1
LOC105666404	XM_012315567.2
LOC105666405	XM_012315577.2
LOC105666406	XR_001099274.2
LOC105666407	XR_001099275.2
LOC105666408	XM_012315597.2
LOC105666409	XM_012315624.2
LOC105666410	XM_020866260.1
LOC105666413	XM_020866283.1
LOC105666414	XM_012315658.2
LOC105666415	XR_001099276.2
LOC105666416	XM_012315662.2
LOC105666417	XM_012315676.2
LOC105666419	XR_002308309.1
LOC105666420	XM_012315712.2
LOC105666424	XM_020866301.1
LOC105666425	XM_020866169.1
LOC105666426	XM_012315725.2
LOC105666427	XM_020866300.1
LOC105666428	XM_020866298.1
LOC105666430	XM_020866208.1
LOC105666432	XM_012315735.2
LOC105666433	XM_012315739.2
LOC105666434	XM_012315761.2
LOC105666435	XM_020866571.1
LOC105666437	XM_012315796.2
LOC105666438	XM_012315807.2
LOC105666439	XM_012315849.1
LOC105666441	XR_001099291.2
LOC105666442	XM_020866581.1
LOC105666443	XM_012315941.2
LOC105666445	XM_020866583.1
LOC105666446	XM_012315952.2
LOC105666447	XR_001099293.2
LOC105666449	XM_012316014.2
LOC105666450	XM_020866585.1
LOC105666451	XM_012316045.2
LOC105666453	XM_012316055.2
LOC105666454	XM_012316066.2
LOC105666455	XM_020866707.1
LOC105666456	XR_001099295.2
LOC105666457	XR_001099299.2
LOC105666458	XM_020866577.1
LOC105666460	XM_012316131.2
LOC105666461	XM_020868364.1
LOC105666463	XM_012316201.2
LOC105666464	XM_020866575.1
LOC105666466	XM_020866604.1
LOC105666468	XM_020866603.1
LOC105666469	XM_012316240.2
LOC105666470	XR_002308328.1
LOC105666472	XR_002308370.1
LOC105666473	XR_001099308.2
LOC105666474	XM_012316290.2
LOC105666475	XR_002308405.1
LOC105666476	XM_020866621.1
LOC105666477	XM_020866696.1
LOC105666478	XM_020866686.1
LOC105666481	XM_012316419.2
LOC105666482	XM_012316423.2
LOC105666483	XR_001099320.2
LOC105666484	XM_012316425.2
LOC105666485	XM_020866572.1
LOC105666486	XR_001099321.1
LOC105666487	XR_002308385.1
LOC105666488	XR_002308386.1
LOC105666489	XR_002308344.1
LOC105666490	XR_001099329.2
LOC105666491	XR_001099331.2
LOC105666492	XM_012316513.2
LOC105666494	XR_001099334.2
LOC105666495	XM_020866628.1
LOC105666497	XM_012316530.1
LOC105666498	XM_012316531.1
LOC105666499	XR_002308329.1
LOC105666500	XR_001099337.1
LOC105666501	XR_002308356.1
LOC105666502	XR_002308331.1
LOC105666504	XM_020866599.1
LOC105666505	XM_012316594.2
LOC105666506	XM_012316596.1
LOC105666507	XM_012316597.1
LOC105666508	XM_012316598.1
LOC105666509	XM_012316599.1
LOC105666510	XM_012316602.2
LOC105666512	XM_012316606.2
LOC105666513	XM_012316614.2
LOC105666514	XM_020867082.1
LOC105666515	XM_012316618.2
LOC105666516	XM_020866902.1
LOC105666517	XM_012316654.2
LOC105666518	XM_012316674.2
LOC105666519	XM_012316676.2
LOC105666520	XM_012316677.2
LOC105666521	XM_012316692.2
LOC105666522	XR_001099349.2
LOC105666524	XM_012316773.2
LOC105666525	XR_002308440.1
LOC105666526	XR_002308441.1
LOC105666527	XM_012316777.2
LOC105666528	XM_012316779.2
LOC105666529	XM_020868379.1
LOC105666530	XM_020866747.1
LOC105666531	XM_012316806.2
LOC105666534	XR_001099361.1
LOC105666535	XM_012316850.2
LOC105666536	XM_012316851.2
LOC105666537	XM_020866750.1
LOC105666538	XM_012316879.2
LOC105666539	XM_012316907.2
LOC105666541	XM_020867042.1
LOC105666542	XM_012316930.2
LOC105666543	XM_012316953.2
LOC105666544	XR_001099368.2
LOC105666546	XR_002308470.1
LOC105666547	XM_012316973.2
LOC105666548	XM_020866964.1
LOC105666549	XM_012316987.2
LOC105666550	XM_012316988.2
LOC105666551	XM_012316991.2
LOC105666552	XM_012316996.2
LOC105666553	XM_012317001.2
LOC105666554	XR_001099378.2
LOC105666555	XM_012317014.2
LOC105666556	XM_020866815.1
LOC105666557	XM_012317021.2
LOC105666558	XM_012317074.2
LOC105666559	XM_012317078.2
LOC105666560	XR_002308483.1
LOC105666561	XR_001099381.2
LOC105666562	XR_001099382.2
LOC105666563	XR_002308480.1
LOC105666564	XM_012317136.2
LOC105666565	XM_020862909.1
LOC105666566	XM_012317152.2
LOC105666567	XM_020866716.1
LOC105666568	XM_012317168.2
LOC105666570	XM_020866908.1
LOC105666572	XR_002308453.1
LOC105666574	XR_001099393.2
LOC105666575	XM_020866961.1
LOC105666576	XM_012317311.2
LOC105666577	XM_012317312.2
LOC105666578	XM_012317341.2
LOC105666579	XM_012317353.2
LOC105666580	XM_012317361.2
LOC105666581	XM_020866887.1
LOC105666582	XR_001099399.2
LOC105666583	XM_020867068.1
LOC105666585	XM_012317403.2
LOC105666586	XM_012317404.1
LOC105666587	XR_001099401.1
LOC105666590	XM_020867143.1
LOC105666591	XM_012317456.2
LOC105666592	XM_020866948.1
LOC105666594	XM_020866946.1
LOC105666595	XM_020866901.1
LOC105666596	XM_012317466.2
LOC105666598	XM_020867128.1
LOC105666599	XM_020866922.1
LOC105666600	XM_012317473.2
LOC105666601	XR_001099405.2
LOC105666602	XM_020867140.1
LOC105666604	XM_012317510.2
LOC105666605	XM_012317522.2
LOC105666606	XM_020867196.1
LOC105666607	XM_012317545.2
LOC105666608	XR_002308505.1
LOC105666610	XR_002308543.1
LOC105666611	XR_001099418.1
LOC105666612	XR_001099419.1
LOC105666613	XM_012317593.2
LOC105666614	XM_012317620.2
LOC105666615	XM_020867275.1
LOC105666617	XR_001099425.2
LOC105666618	XR_002308523.1
LOC105666619	XR_001099428.2
LOC105666620	XM_012317661.2
LOC105666621	XM_012317663.2
LOC105666622	XM_012317700.2
LOC105666623	XR_002308514.1
LOC105666625	XR_002308517.1
LOC105666626	XR_001099440.2
LOC105666627	XR_001099442.2
LOC105666628	XM_012317770.2
LOC105666629	XR_001099443.2
LOC105666630	XM_020867291.1
LOC105666631	XM_020867293.1
LOC105666632	XM_012317811.1
LOC105666634	XR_001099447.2
LOC105666635	XM_020867348.1
LOC105666637	XM_020867227.1
LOC105666638	XM_020867286.1
LOC105666639	XM_020867234.1
LOC105666640	XM_012317947.2
LOC105666641	XM_020867413.1
LOC105666642	XM_012318012.2
LOC105666643	XM_012318039.2
LOC105666644	XM_012318076.2
LOC105666645	XM_012318083.2
LOC105666646	XM_020868334.1
LOC105666647	XM_012318088.2
LOC105666648	XM_012318093.2
LOC105666649	XM_020866534.1
LOC105666652	XM_012318133.2
LOC105666653	XR_002308552.1
LOC105666654	XR_002308550.1
LOC105666655	XR_001099470.2
LOC105666656	XM_012318150.2
LOC105666657	XR_001099471.2
LOC105666658	XM_020868298.1
LOC105666659	XM_020867375.1
LOC105666660	XR_001099473.2
LOC105666661	XR_001099477.2
LOC105666662	XR_002308555.1
LOC105666664	XR_001099483.2
LOC105666665	XR_001099484.2
LOC105666666	XR_001099485.2
LOC105666667	XR_002308569.1
LOC105666669	XR_002308568.1
LOC105666670	XR_002308565.1
LOC105666671	XR_002308600.1
LOC105666672	XR_001099491.2
LOC105666675	XM_020867366.1
LOC105666676	XM_020867395.1
LOC105666678	XM_020867471.1
LOC105666679	XM_020867568.1
LOC105666680	XR_002308622.1
LOC105666681	XR_001099501.2
LOC105666682	XR_001099502.2
LOC105666683	XR_001099504.2
LOC105666684	XR_002308627.1
LOC105666685	XR_001099507.2
LOC105666686	XR_002308623.1
LOC105666687	XR_001099509.2
LOC105666688	XR_001099510.1
LOC105666689	XR_002308628.1
LOC105666690	XR_001099512.2
LOC105666691	XR_001099513.2
LOC105666692	XR_002308667.1
LOC105666694	XR_002308663.1
LOC105666696	XM_012318255.2
LOC105666697	XM_020867548.1
LOC105666698	XR_001099520.2
LOC105666699	XR_002308613.1
LOC105666700	XR_002308655.1
LOC105666701	XR_002308661.1
LOC105666702	XR_001099530.2
LOC105666704	XR_001099542.2
LOC105666705	XR_001099543.2
LOC105666707	XR_002308676.1
LOC105666708	XR_002308677.1
LOC105666709	XM_020867526.1
LOC105666710	XM_012318339.2
LOC105666711	XM_020867546.1
LOC105666712	XR_001099550.2
LOC105666713	XM_020867505.1
LOC105666716	XM_012318356.1
LOC105666717	XM_012318358.1
LOC105666718	XM_012318381.2
LOC105666719	XM_012318387.2
LOC105666721	XM_020867578.1
LOC105666724	XR_001099554.2
LOC105666725	XR_001099555.2
LOC105666726	XM_012318441.1
LOC105666727	XM_012318444.1
LOC105666728	XM_020867590.1
LOC105666729	XM_012318446.1
LOC105666730	XM_012318447.2
LOC105666733	XR_001099556.2
LOC105666734	XM_012318455.2
LOC105666735	XR_001099557.2
LOC105666736	XM_012318477.1
LOC105666737	XM_012318485.2
LOC105666738	XM_012318489.1
LOC105666739	XM_012318495.2
LOC105666741	XR_002308695.1
LOC105666742	XR_002308314.1
LOC105666743	XR_001099563.2
LOC105666744	XR_002308698.1
LOC105666746	XR_001099565.2
LOC105666747	XM_012318593.2
LOC105666750	XR_002308707.1
LOC105666751	XR_001099575.2
LOC105666754	XM_012318619.1
LOC105666755	XM_012318622.2
LOC105666757	XM_020867689.1
LOC105666759	XR_001099579.1
LOC105666760	XR_001099580.2
LOC105666761	XM_012318704.2
LOC105666762	XM_012318713.2
LOC105666763	XM_012318747.2
LOC105666765	XM_012318813.1
LOC105666767	XM_012318816.2
LOC105666769	XR_001099586.2
LOC105666770	XM_012318821.1
LOC105666772	XM_012318824.1
LOC105666774	XM_012318826.2
LOC105666775	XM_012318828.1
LOC105666776	XM_012318831.1
LOC105666777	XM_012318833.1
LOC105666778	XR_001099589.2
LOC105666780	XM_020867776.1
LOC105666781	XM_012318845.2
LOC105666782	XM_012318846.1
LOC105666783	XM_012318847.2
LOC105666784	XM_012318848.1
LOC105666785	XR_001099599.1
LOC105666786	XR_002308726.1
LOC105666787	XM_012318852.2
LOC105666788	XM_012318857.1
LOC105666789	XM_012318861.1
LOC105666790	XM_012318867.1
LOC105666791	XM_012318869.2
LOC105666792	XM_012318871.2
LOC105666793	XR_001099604.2
LOC105666794	XM_012318881.2
LOC105666795	XM_012318882.2
LOC105666796	XM_012318885.2
LOC105666797	XM_012318887.2
LOC105666798	XM_012318889.2
LOC105666799	XM_012318890.1
LOC105666800	XM_020867796.1
LOC105666803	XR_001099610.2
LOC105666804	XM_012318964.2
LOC105666805	XM_012318988.2
LOC105666806	XM_020867813.1
LOC105666807	XM_012318991.1
LOC105666808	XM_012318994.2
LOC105666809	XM_012318995.1
LOC105666810	XM_012318996.2
LOC105666811	XM_012318997.1
LOC105666814	XM_012319010.2
LOC105666817	XM_012319020.2
LOC105666820	XM_012319028.1
LOC105666821	XM_012319029.2
LOC105666822	XM_012319042.2
LOC105666823	XR_002308379.1
LOC105666824	XR_002308770.1
LOC105666825	XM_012319050.2
LOC105666827	XM_020867865.1
LOC105666828	XM_020866500.1
LOC105666829	XM_012319115.2
LOC105666830	XM_012319121.2
LOC105666832	XM_012319125.2
LOC105666833	XM_012319126.1
LOC105666834	XM_012319127.1
LOC105666835	XM_020867905.1
LOC105666836	XR_002308782.1
LOC105666837	XR_001099628.2
LOC105666838	XM_012319135.1
LOC105666839	XM_012319136.1
LOC105666840	XM_012319137.1
LOC105666842	XM_012319140.1
LOC105666843	XM_012319141.2
LOC105666844	XM_012319143.2
LOC105666845	XM_020867910.1
LOC105666847	XM_012319146.1
LOC105666848	XM_012319147.2
LOC105666849	XM_012319148.1
LOC105666850	XM_012319149.1
LOC105666851	XM_020867912.1
LOC105666853	XM_020865671.1
LOC105666855	XM_012319181.2
LOC105666858	XR_002308794.1
LOC105666860	XM_020867917.1
LOC105666862	XM_020867967.1
LOC105666863	XR_001099636.2
LOC105666864	XM_012319301.1
LOC105666865	XM_020867972.1
LOC105666867	XM_012319307.1
LOC105666868	XM_012319309.1
LOC105666870	XM_012319320.2
LOC105666871	XM_012319344.2
LOC105666872	XM_020867997.1
LOC105666873	XM_012319354.2
LOC105666874	XM_012319356.2
LOC105666875	XM_012319364.2
LOC105666877	XM_012319402.1
LOC105666878	XM_020868040.1
LOC105666879	XM_012319431.2
LOC105666881	XM_012319440.1
LOC105666883	XM_012319445.1
LOC105666884	XM_012319446.1
LOC105666885	XM_012319448.2
LOC105666886	XM_012319449.2
LOC105666888	XM_020868053.1
LOC105666889	XM_012319453.2
LOC105666892	XM_012319456.2
LOC105666893	XR_001099649.1
LOC105666894	XM_012319465.1
LOC105666895	XM_012319466.1
LOC105666896	XM_012319467.2
LOC105666897	XR_001099650.2
LOC105666898	XM_012319470.2
LOC105666900	XR_001099653.2
LOC105666903	XM_012319472.2
LOC105666904	XM_012319474.1
LOC105666905	XM_012319475.1
LOC105666906	XM_012319478.1
LOC105666908	XM_012319480.1
LOC105666909	XM_012319481.2
LOC105666910	XM_012319482.2
LOC105666911	XM_012319485.2
LOC105666912	XM_020865379.1
LOC105666913	XR_001099655.1
LOC105666916	XM_012319490.2
LOC105666917	XM_020868062.1
LOC105666918	XM_012319500.2
LOC105666920	XR_002308811.1
LOC105666921	XR_002308814.1
LOC105666922	XM_012319507.1
LOC105666923	XM_020868066.1
LOC105666924	XM_012319510.2
LOC105666926	XM_020868069.1
LOC105666927	XM_012319513.1
LOC105666929	XM_012319516.2
LOC105666930	XM_012319519.1
LOC105666932	XR_001099663.2
LOC105666933	XM_012319555.2
LOC105666934	XM_020868122.1
LOC105666935	XR_001099664.2
LOC105666936	XR_001099665.2
LOC105666937	XR_001099667.2
LOC105666938	XM_020868162.1
LOC105666939	XR_002308865.1
LOC105666941	XM_020868112.1
LOC105666942	XM_012319695.2
LOC105666943	XR_002308846.1
LOC105666944	XM_012319702.2
LOC105666945	XM_012319712.1
LOC105666947	XR_002308827.1
LOC105666948	XM_020868099.1
LOC105666950	XM_020868168.1
LOC105666952	XR_001099691.2
LOC105666953	XR_001099692.2
LOC105666954	XR_002308836.1
LOC105666956	XM_012319816.2
LOC105666957	XM_020868088.1
LOC105666959	XM_012319819.2
LOC105666960	XM_020868183.1
LOC105666961	XM_012319821.2
LOC105666962	XM_012319824.1
LOC105666963	XM_020866565.1
LOC105666965	XM_012319828.2
LOC105666966	XM_012319832.2
LOC105666968	XR_001099696.2
LOC105666969	XR_002308870.1
LOC105666970	XM_012319835.1
LOC105666972	XM_012319837.1
LOC105666973	XM_012319838.1
LOC105666974	XM_012319840.1
LOC105666976	XR_002308884.1
LOC105666978	XM_020868208.1
LOC105666981	XR_002308887.1
LOC105666982	XM_012319901.2
LOC105666983	XM_012319902.2
LOC105666984	XR_001099710.1
LOC105666987	XM_012319907.2
LOC105666988	XM_012319911.2
LOC105666989	XM_012319922.2
LOC105666990	XM_020868229.1
LOC105666991	XM_020868233.1
LOC105666992	XM_012319933.1
LOC105666993	XM_012319937.2
LOC105666994	XM_020868237.1
LOC105666995	XR_002308895.1
LOC105666996	XM_012319948.2
LOC105666997	XM_012319950.2
LOC105666998	XR_002308898.1
LOC105667000	XM_012319951.1
LOC105667001	XR_002308905.1
LOC105667002	XM_020868241.1
LOC105667004	XM_012319988.2
LOC105667005	XM_012320008.2
LOC105667006	XM_012320048.1
LOC105667007	XM_020868243.1
LOC105667011	XM_012320057.2
LOC105667012	XM_012320058.2
LOC105667013	XM_012320059.1
LOC105667015	XM_012320062.1
LOC105667016	XM_012320063.1
LOC105667017	XM_012320064.2
LOC105667018	XM_012320065.1
LOC105667019	XM_012320066.1
LOC105667020	XM_012320068.2
LOC105667021	XM_012320069.1
LOC105667022	XM_012320072.2
LOC105667023	XM_012320070.2
LOC105667024	XM_012320071.1
LOC105667025	XR_001099721.2
LOC105667026	XM_012320073.1
LOC105667027	XM_012320074.2
LOC105667028	XM_012320077.2
LOC105667029	XM_012320078.2
LOC105667030	XM_012320079.2
LOC105667031	XM_012320080.1
LOC105667033	XM_012320084.1
LOC105667034	XR_001099722.2
LOC105667035	XR_001099723.2
LOC105667037	XR_001099724.2
LOC105667038	XM_012320088.2
LOC105667039	XM_012320089.2
LOC105667040	XM_012320090.1
LOC105667041	XM_012320091.2
LOC105667042	XM_012320092.1
LOC105667043	XM_012320093.1
LOC105667045	XM_020868290.1
LOC105667046	XM_012320100.1
LOC105667047	XR_002308909.1
LOC105667048	XM_012320101.1
LOC105667049	XR_001099727.1
LOC105667050	XM_012320108.1
LOC105667051	XM_012320110.1
LOC105667052	XM_020868297.1
LOC105667053	XR_001099728.2
LOC105667054	XM_012320112.1
LOC105667056	XM_012320113.2
LOC105667057	XM_012320114.1
LOC105667058	XM_012320115.2
LOC105667059	XM_020868302.1
LOC105667060	XM_012320117.2
LOC105667061	XR_001099729.1
LOC105667062	XM_012320122.2
LOC105667063	XM_012320123.2
LOC105667064	XM_012320124.2
LOC105667065	XM_012320125.2
LOC105667066	XM_020868307.1
LOC105667067	XM_012320127.1
LOC105667068	XM_012320128.1
LOC105667069	XM_012320129.1
LOC105667070	XM_012320131.2
LOC105667071	XM_012320133.2
LOC105667073	XM_012320137.2
LOC105667074	XM_012320138.2
LOC105667076	XM_012320140.2
LOC105667077	XM_012320142.1
LOC105667078	XM_012320143.1
LOC105667079	XM_012320144.2
LOC105667080	XM_020868321.1
LOC105667081	XM_012320146.1
LOC105667082	XM_012320147.2
LOC105667083	XM_012320148.2
LOC105667084	XM_012320149.2
LOC105667085	XM_012320150.2
LOC105667086	XM_012320152.1
LOC105667087	XM_012320154.2
LOC105667088	XM_020868341.1
LOC105667089	XR_001099734.2
LOC105667091	XM_012320218.1
LOC105667092	XM_012320219.1
LOC105667093	XR_002308928.1
LOC105667094	XR_001099737.2
LOC105667095	XM_012320248.2
LOC105667096	XM_012320254.2
LOC105667097	XM_012320281.2
LOC105667098	XR_002308750.1
LOC105667099	XM_012320289.2
LOC105667100	XM_012320293.2
LOC105667102	XM_020868388.1
LOC105667104	XM_012320305.2
LOC105667105	XM_012320323.1
LOC105667106	XM_012320324.1
LOC105667107	XM_012320325.1
LOC105667108	XM_012320326.2
LOC105667109	XM_012320327.1
LOC105667110	XM_020867369.1
LOC105667111	XM_012320341.2
LOC105667112	XR_002308927.1
LOC105667113	XM_012320344.2
LOC105667114	XR_001099742.2
LOC105667115	XM_012320359.2
LOC105667116	XM_020868365.1
LOC105667117	XM_012320372.2
LOC105667118	XM_012320387.2
LOC105667119	XM_012320404.2
LOC105667120	XM_012320410.2
LOC105667121	XM_012320412.2
LOC105667122	XM_020868331.1
LOC105667123	XM_012320425.1
LOC105667124	XR_002308943.1
LOC105667126	XR_001099750.2
LOC105667127	XR_001099751.2
LOC105667128	XM_012320506.1
LOC105667129	XM_012320514.2
LOC105667130	XM_012320528.2
LOC105667131	XR_001099753.2
LOC105667132	XM_020868538.1
LOC105667133	XM_012320559.2
LOC105667135	XM_012320607.2
LOC105667136	XR_002308960.1
LOC105667137	XM_012320650.1
LOC105667138	XM_012320665.2
LOC105667139	XM_012320673.1
LOC105667140	XM_020868476.1
LOC105667142	XR_001099767.2
LOC105667144	XM_020868533.1
LOC105667145	XM_012320818.1
LOC105667146	XM_020868487.1
LOC105667147	XM_012320844.2
LOC105667148	XM_012320849.2
LOC105667154	XM_020868649.1
LOC105667155	XM_012320889.2
LOC105667157	XM_012320895.2
LOC105667158	XR_001099773.2
LOC105667159	XR_001099774.2
LOC105667160	XM_012320900.1
LOC105667162	XR_001099780.2
LOC105667163	XR_002308988.1
LOC105667166	XM_012320927.2
LOC105667167	XR_001099785.2
LOC105667168	XR_001099786.2
LOC105667169	XR_001099788.1
LOC105667170	XR_001099789.2
LOC105667172	XR_001099798.2
LOC105667173	XM_012321049.2
LOC105667174	XM_020868723.1
LOC105667175	XM_020868454.1
LOC105667176	XR_001099797.2
LOC105667177	XM_012321088.2
LOC105667179	XM_020868462.1
LOC105667180	XM_012321144.2
LOC105667181	XR_001099805.2
LOC105667182	XR_001099806.2
LOC105667183	XM_012321154.2
LOC105667184	XR_002307608.1
LOC105667185	XR_002308958.1
LOC105667188	XM_020868652.1
LOC105667189	XM_020868564.1
LOC105667191	XR_001099813.2
LOC105667192	XR_002307601.1
LOC105667195	XM_020862702.1
LOC105667196	XR_001099817.2
LOC105667197	XM_012321287.2
LOC105667200	XR_001099819.1
LOC105667202	XR_002307650.1
LOC105667203	XM_012321319.2
LOC105667204	XM_020862887.1
LOC105667205	XM_012321340.2
LOC105667206	XM_012321345.2
LOC105667207	XM_012321352.2
LOC105667209	XM_012321369.2
LOC110119140	XM_020866460.1
LOC110119141	XM_020862641.1
LOC110119142	XM_020863028.1
LOC110119143	XM_012315884.2
LOC110119144	XM_020865098.1
LOC110119145	XM_020866447.1
LOC110119146	XM_020863902.1
LOC110119147	XM_020868550.1
LOC110119148	XM_020862707.1
LOC110119149	XM_020867562.1
LOC110119150	XM_020866349.1
LOC110119151	XM_020868596.1
LOC110119152	XM_020864453.1
LOC110119153	XM_020867063.1
LOC110119154	XM_020867470.1
LOC110119155	XM_020867467.1
LOC110119156	XM_020865446.1
LOC110119157	XM_020867779.1
LOC110119158	XM_020863725.1
LOC110119159	XM_020864731.1
LOC110119160	XM_020862622.1
LOC110119161	XM_020862798.1
LOC110119162	XM_020862877.1
LOC110119163	XM_020863190.1
LOC110119164	XM_020863289.1
LOC110119165	XM_020863399.1
LOC110119166	XM_020864798.1
LOC110119167	XM_020865156.1
LOC110119168	XM_020865502.1
LOC110119169	XM_020865516.1
LOC110119170	XM_020865555.1
LOC110119171	XR_002308243.1
LOC110119172	XM_020865904.1
LOC110119173	XM_020866047.1
LOC110119174	XM_020866455.1
LOC110119175	XM_020866486.1
LOC110119176	XR_002308390.1
LOC110119177	XR_002308399.1
LOC110119178	XR_002308434.1
LOC110119179	XM_020866930.1
LOC110119180	XM_020867250.1
LOC110119181	XM_020867281.1
LOC110119182	XM_020867621.1
LOC110119183	XM_020867968.1
LOC110119184	XM_020868659.1
LOC110119185	XM_020868662.1
LOC110119186	XM_020862570.1
LOC110119187	XM_020862577.1
LOC110119188	XM_020862596.1
LOC110119189	XM_020862599.1
LOC110119190	XM_020862605.1
LOC110119193	XM_020862607.1
LOC110119204	XM_020862610.1
LOC110119205	XM_020862627.1
