Def	NM_001280909.1
LOC100649371	XM_012321277.2
LOC100649373	XM_020862899.1
LOC100649374	XM_003395498.3
LOC100649375	XM_012308843.2
LOC100649377	XM_012309708.2
LOC100649378	XM_020863722.1
LOC100649379	XM_012310363.2
LOC100649380	XM_003396800.3
LOC100649381	XM_003396877.3
LOC100649382	XM_003397125.3
LOC100649383	XM_003397206.2
LOC100649384	XM_020864369.1
LOC100649385	XM_003397688.3
LOC100649386	XM_003397769.3
LOC100649387	XM_012312609.2
LOC100649388	XM_003398661.3
LOC100649389	XM_020865899.1
LOC100649390	XR_002308295.1
LOC100649391	XM_012316496.2
LOC100649392	XM_020866746.1
LOC100649393	XM_020866768.1
LOC100649394	XM_020866943.1
LOC100649395	XM_020867235.1
LOC100649396	XM_020867197.1
LOC100649397	XM_020867240.1
LOC100649398	XM_012318560.2
LOC100649399	XM_012318640.2
LOC100649400	XM_003402586.3
LOC100649403	XM_003403342.2
LOC100649404	XM_003394053.3
LOC100649405	XM_020868670.1
LOC100649406	XM_020868542.1
LOC100649407	XM_003394931.3
LOC100649408	XM_012307829.2
LOC100649409	XM_012309048.2
LOC100649410	XM_020863207.1
LOC100649411	XM_020862989.1
LOC100649412	XM_003395991.3
LOC100649413	XM_003396551.3
LOC100649414	XM_020864157.1
LOC100649415	XM_012311627.2
LOC100649416	XM_003397929.3
LOC100649417	XM_020865008.1
LOC100649418	XM_003398329.3
LOC100649419	XM_003398417.3
LOC100649420	XM_003398501.3
LOC100649421	XM_020865693.1
LOC100649422	XM_003399223.3
LOC100649423	XM_012314364.2
LOC100649424	XM_003399619.3
LOC100649425	XM_003399863.3
LOC100649426	XM_003400589.2
LOC100649427	XM_003401154.3
LOC100649428	XM_012317151.2
LOC100649429	XM_012317280.2
LOC100649430	XM_020867577.1
LOC100649431	XM_003402742.3
LOC100649432	XM_012319343.2
LOC100649433	XM_012319788.2
LOC100649434	XM_020868629.1
LOC100649435	XM_003393027.3
LOC100649436	XM_012310728.2
LOC100649438	XM_020868356.1
LOC100649439	XM_020865944.1
LOC100649440	XM_020865664.1
LOC100649441	XM_020868284.1
LOC100649442	XM_003393974.3
LOC100649443	XM_003394373.3
LOC100649444	XM_003394449.3
LOC100649446	XM_012321183.2
LOC100649447	XM_003395093.3
LOC100649448	XM_012308532.2
LOC100649449	XM_020863225.1
LOC100649450	XM_012309574.2
LOC100649451	XM_012309835.2
LOC100649452	XM_020863995.1
LOC100649453	XM_003396721.2
LOC100649454	XM_020864274.1
LOC100649456	XM_020864421.1
LOC100649457	XM_020864968.1
LOC100649458	XM_020865013.1
LOC100649459	XM_012313089.2
LOC100649460	XM_020865595.1
LOC100649461	XM_012313830.2
LOC100649462	XM_012313965.2
LOC100649463	XM_020865711.1
LOC100649464	XM_003399703.3
LOC100649465	XM_003399784.3
LOC100649466	XM_003399941.3
LOC100649467	XM_012315364.2
LOC100649469	XM_012315471.2
LOC100649470	XM_012315801.2
LOC100649471	XM_012315914.2
LOC100649472	XM_012316056.2
LOC100649473	XM_012316349.1
LOC100649474	XM_003400753.3
LOC100649475	XM_003400915.3
LOC100649476	XM_012317405.2
LOC100649479	XM_012318333.2
LOC100649480	XM_003402346.2
LOC100649482	XM_003402814.3
LOC100649483	XM_012319517.2
LOC100649484	XM_020868204.1
LOC100649485	XM_020866128.1
LOC100649487	XM_020868616.1
LOC100649488	XM_012314222.2
LOC100649489	XM_012314434.2
LOC100649490	XM_012320249.2
LOC100649491	XM_003394301.3
LOC100649492	XM_020862660.1
LOC100649494	XM_020862896.1
LOC100649495	XM_012308105.2
LOC100649496	XM_020863220.1
LOC100649497	XM_012308605.2
LOC100649498	XM_003395909.3
LOC100649499	XM_012309607.2
LOC100649500	XM_012310433.2
LOC100649501	XM_020863579.1
LOC100649502	XM_012310602.2
LOC100649503	XM_003396878.3
LOC100649504	XM_012311130.2
LOC100649505	XM_020864236.1
LOC100649506	XM_012311459.2
LOC100649507	XM_003397607.3
LOC100649508	XM_003397770.3
LOC100649509	XM_003398252.2
LOC100649510	XM_012313328.2
LOC100649511	XM_003399461.3
LOC100649512	XM_020866131.1
LOC100649513	XM_020866596.1
LOC100649514	XM_020866744.1
LOC100649515	XM_020866775.1
LOC100649516	XM_020866764.1
LOC100649517	XM_020867070.1
LOC100649518	XM_012318010.2
LOC100649519	XM_020867429.1
LOC100649520	XM_020867634.1
LOC100649521	XM_020867682.1
LOC100649522	XM_003402587.3
LOC100649523	XM_020868263.1
LOC100649524	XM_012320081.2
LOC100649526	XM_003394054.2
LOC100649527	XM_012320573.2
LOC100649528	XM_003394216.3
LOC100649529	XM_003394932.3
LOC100649531	XM_003395260.3
LOC100649532	XM_003395754.3
LOC100649533	XM_012309138.2
LOC100649534	XM_012309481.2
LOC100649535	XM_003396552.3
LOC100649536	XM_003396962.3
LOC100649537	XM_020864811.1
LOC100649538	XM_012312218.2
LOC100649539	XM_003397930.3
LOC100649540	XM_003398091.2
LOC100649541	XM_003398330.3
LOC100649542	XM_020865025.1
LOC100649543	XM_012312917.2
LOC100649544	XM_012313401.1
LOC100649545	XM_012313696.1
LOC100649546	XM_012314081.2
LOC100649547	XM_012314092.2
LOC100649548	XM_012314129.2
LOC100649549	XM_020865324.1
LOC100649550	XM_020866052.1
LOC100649551	XM_012315184.2
LOC100649552	XM_020867006.1
LOC100649553	XM_003401321.2
LOC100649554	XM_012318437.2
LOC100649555	XM_012318856.2
LOC100649556	XM_003402743.3
LOC100649557	XM_003402887.3
LOC100649558	XM_020868124.1
LOC100649559	XM_020864125.1
LOC100649560	XM_003393028.3
LOC100649561	XM_012309618.2
LOC100649562	XM_012316348.2
LOC100649563	XM_012317691.2
LOC100649564	XM_012319153.2
LOC100649565	XM_012318352.2
LOC100649567	XM_003394374.3
LOC100649568	XM_003394450.3
LOC100649569	XM_003394529.3
LOC100649570	XM_020868586.1
LOC100649572	XM_003395419.3
LOC100649574	XM_020863129.1
LOC100649575	XM_003396073.3
LOC100649576	XM_012309857.2
LOC100649577	XM_012309956.2
LOC100649578	XM_012310029.2
LOC100649579	XM_003396723.3
LOC100649581	XM_012311734.2
LOC100649582	XM_012311834.2
LOC100649583	XM_003398010.3
LOC100649584	XM_012312490.2
LOC100649586	XM_003398739.3
LOC100649587	XM_020865242.1
LOC100649588	XM_003399542.3
LOC100649589	XM_012314680.2
LOC100649590	XM_012315061.2
LOC100649591	XM_012314863.2
LOC100649592	XM_020866158.1
LOC100649593	XM_003400184.3
LOC100649594	XM_012315489.2
LOC100649595	XM_020866351.1
LOC100649596	XM_020866436.1
LOC100649598	XM_012316437.2
LOC100649599	XM_003401483.3
LOC100649600	XM_020867244.1
LOC100649601	XM_012317762.2
LOC100649603	XM_012317941.1
LOC100649604	XM_020867509.1
LOC100649606	XM_020867857.1
LOC100649607	XM_012319187.2
LOC100649608	XM_020868175.1
LOC100649609	XM_003392951.3
LOC100649610	XM_020868667.1
LOC100649612	XM_003393346.3
LOC100649613	XM_020867918.1
LOC100649614	XM_012314478.2
LOC100649615	XM_012320250.2
LOC100649616	XM_003394302.3
LOC100649617	XM_020862706.1
LOC100649618	XM_020862732.1
LOC100649619	XM_003395017.3
LOC100649620	XM_012308793.2
LOC100649621	XM_012308602.2
LOC100649622	XM_020863316.1
LOC100649623	XM_020863852.1
LOC100649624	XM_020863972.1
LOC100649625	XM_003396802.3
LOC100649626	XM_003396879.3
LOC100649627	XM_003397127.3
LOC100649628	XM_012311083.1
LOC100649629	XM_020864370.1
LOC100649630	XM_020864317.1
LOC100649631	XM_020864321.1
LOC100649632	XM_012312610.2
LOC100649633	XM_003398663.3
LOC100649634	XM_020865901.1
LOC100649635	XM_003400097.3
LOC100649636	XM_012316085.2
LOC100649637	XM_003400832.3
LOC100649638	XM_003401077.3
LOC100649639	XM_012317056.2
LOC100649640	XM_012317281.2
LOC100649641	XM_003401560.3
LOC100649642	XM_012317982.2
LOC100649643	XM_020867632.1
LOC100649644	XM_012318692.2
LOC100649645	XM_020867823.1
LOC100649646	XM_003402964.3
LOC100649647	XM_020868265.1
LOC100649649	XM_012320469.2
LOC100649650	XM_003394135.3
LOC100649651	XM_012320713.2
LOC100649652	XM_020862663.1
LOC100649653	XM_020862797.1
LOC100649655	XM_012309366.2
LOC100649656	XM_020863907.1
LOC100649657	XM_012310896.2
LOC100649658	XM_012311006.1
LOC100649659	XM_012311632.2
LOC100649660	XM_003397931.3
LOC100649661	XM_020865036.1
LOC100649662	XM_020864953.1
LOC100649663	XM_020865213.1
LOC100649664	XM_012313833.2
LOC100649665	XM_020865683.1
LOC100649666	XM_020865686.1
LOC100649667	XM_003399304.3
LOC100649668	XM_020865328.1
LOC100649669	XM_003399865.3
LOC100649670	XM_012316248.2
LOC100649671	XM_020866385.1
LOC100649672	XM_003401322.2
LOC100649673	XM_003402199.3
LOC100649676	XM_020868018.1
LOC100649677	XM_012319799.2
LOC100649678	XM_020868203.1
LOC100649679	XM_012314154.2
LOC100649680	XM_003393029.3
LOC100649681	XM_020863979.1
LOC100649682	XM_012312047.2
LOC100649683	XM_020868357.1
LOC100649684	XM_012317706.2
LOC100649685	XM_003393976.3
LOC100649686	XM_012321075.2
LOC100649687	XM_020868562.1
LOC100649688	XM_012308203.2
LOC100649689	XM_020863226.1
LOC100649690	XM_020862964.1
LOC100649691	XM_003396155.3
LOC100649692	XM_012309966.2
LOC100649693	XM_012310080.1
LOC100649695	XM_003397530.2
LOC100649696	XM_012311840.2
LOC100649697	XM_003398011.3
LOC100649698	XM_012312498.2
LOC100649699	XM_003398587.3
LOC100649700	XM_020865339.1
LOC100649701	XM_003399067.3
LOC100649702	XM_020866005.1
LOC100649703	XM_020865966.1
LOC100649704	XM_003399786.3
LOC100649705	XM_012314870.2
LOC100649706	XM_003400017.3
LOC100649707	XM_012315602.2
LOC100649708	XM_020866124.1
LOC100649709	XM_003400345.2
LOC100649710	XM_020866437.1
LOC100649711	XM_020866494.1
LOC100649712	XM_012316435.2
LOC100649713	XM_020866881.1
LOC100649714	XM_020867260.1
LOC100649715	XM_020867219.1
LOC100649716	XM_003401961.3
LOC100649717	XM_003402123.3
LOC100649718	XM_003402347.2
LOC100649719	XM_012319080.2
LOC100649720	XM_003402816.3
LOC100649721	XM_020866350.1
LOC100649722	XM_003393110.3
LOC100649723	XM_012314551.2
LOC100649724	XM_020868705.1
LOC100649725	XM_012307685.2
LOC100649726	XM_003395019.3
LOC100649727	XM_020863123.1
LOC100649728	XM_020863020.1
LOC100649729	XM_020862988.1
LOC100649730	XM_012309169.2
LOC100649732	XM_012310366.2
LOC100649733	XM_003396803.3
LOC100649734	XM_020864173.1
LOC100649735	XM_003397369.3
LOC100649736	XM_012312000.2
LOC100649737	XM_020864508.1
LOC100649738	XM_020864909.1
LOC100649739	XM_020865064.1
LOC100649740	XM_003398420.3
LOC100649741	XM_012313333.2
LOC100649742	XM_020865436.1
LOC100649743	XM_003399463.3
LOC100649744	XM_003400098.3
LOC100649746	XM_020866598.1
LOC100649747	XM_003401078.3
LOC100649748	XM_003401157.3
LOC100649749	XM_003401240.3
LOC100649750	XM_003401404.3
LOC100649751	XR_001099406.2
LOC100649752	XM_020867488.1
LOC100649753	XM_020867640.1
LOC100649754	XM_012318695.2
LOC100649755	XM_012318981.2
LOC100649756	XM_012319497.2
LOC100649757	XM_003403270.3
LOC100649759	XM_020865674.1
LOC100649760	XM_003393817.3
LOC100649761	XM_020868567.1
LOC100649762	XM_003394136.3
LOC100649763	XM_003394217.3
LOC100649764	XM_003394530.3
LOC100649765	XM_020862662.1
LOC100649766	XM_020862810.1
LOC100649767	XM_020863000.1
LOC100649768	XM_020863112.1
LOC100649769	XM_020863368.1
LOC100649770	XM_020863784.1
LOC100649771	XM_003396554.3
LOC100649772	XM_012310806.2
LOC100649773	XM_003397048.3
LOC100649774	XM_003397448.3
LOC100649775	XM_020864619.1
LOC100649776	XM_012312896.2
LOC100649777	XM_012313837.2
LOC100649778	XM_012314088.2
LOC100649780	XM_020865625.1
LOC100649781	XM_012314408.2
LOC100649782	XM_020865940.1
LOC100649783	XM_012316345.2
LOC100649784	XM_003400917.3
LOC100649785	XM_003401000.3
LOC100649786	XM_003401323.2
LOC100649787	XM_003401725.3
LOC100649788	XM_003401880.3
LOC100649789	XM_020867780.1
LOC100649790	XM_020867858.1
LOC100649791	XM_020868050.1
LOC100649792	XM_012319697.2
LOC100649793	XM_020863598.1
LOC100649794	XM_020863458.1
LOC100649795	XM_012312126.2
LOC100649796	XM_012312542.2
LOC100649797	XM_003393429.3
LOC100649798	XM_012316402.2
LOC100649799	XM_003393658.3
LOC100649800	XM_012318642.2
LOC100649801	XM_003393977.3
LOC100649802	XM_012321050.2
LOC100649803	XM_012321206.2
LOC100649804	XR_131895.2
LOC100649805	XM_012308400.2
LOC100649806	XM_003395670.3
LOC100649807	XM_012309610.2
LOC100649808	XM_020863615.1
LOC100649809	XM_020863736.1
LOC100649810	XM_012310701.2
LOC100649811	XM_012311089.2
LOC100649812	XM_003397291.3
LOC100649813	XM_012311864.2
LOC100649814	XM_012311882.2
LOC100649815	XM_012313065.2
LOC100649816	XM_012312503.2
LOC100649817	XM_003398588.3
LOC100649818	XM_012313969.2
LOC100649820	XM_020865968.1
LOC100649822	XM_020865909.1
LOC100649824	XM_020866197.1
LOC100649825	XM_020866346.1
LOC100649826	XM_020866441.1
LOC100649827	XM_020866496.1
LOC100649828	XM_020866450.1
LOC100649829	XM_003401802.3
LOC100649830	XR_132340.3
LOC100649831	XM_012318621.1
LOC100649832	XM_012319081.2
LOC100649833	XM_012319195.2
LOC100649835	XM_003393111.3
LOC100649836	XM_012314600.2
LOC100649839	XM_003395340.3
LOC100649840	NM_001308307.1
LOC100649841	XM_003395912.3
LOC100649842	XM_003395995.3
LOC100649843	XM_012310445.2
LOC100649844	XM_003396804.3
LOC100649846	XM_020864367.1
LOC100649847	XM_003397774.3
LOC100649848	XM_012312711.2
LOC100649849	XM_020865028.1
LOC100649850	XM_020864948.1
LOC100649851	XM_003398665.3
LOC100649852	XM_020865278.1
LOC100649853	XM_003398904.2
LOC100649854	XM_020865900.1
LOC100649855	XM_012315496.2
LOC100649857	XM_003400834.3
LOC100649858	XM_003401158.3
LOC100649859	XM_020866771.1
LOC100649860	XM_003401405.3
LOC100649861	XM_020867220.1
LOC100649862	XM_012317983.2
LOC100649863	XM_012318390.2
LOC100649865	XM_003402433.3
LOC100649866	XM_003402590.2
LOC100649867	XR_001099656.2
LOC100649869	XM_003403271.3
LOC100649871	XM_003393818.3
LOC100649872	XM_003394057.3
LOC100649873	XM_003394137.3
LOC100649874	XM_003394218.3
LOC100649875	XR_001099804.2
LOC100649876	XM_003394935.3
LOC100649877	XM_012307851.2
LOC100649878	XM_012308523.2
LOC100649879	XM_020863517.1
LOC100649881	XM_003396239.3
LOC100649882	XM_012310245.2
LOC100649883	XM_020864029.1
LOC100649884	XM_020864086.1
LOC100649885	XM_012311635.2
LOC100649886	XM_003397532.3
LOC100649887	XM_020864923.1
LOC100649888	XM_020865338.1
LOC100649889	XM_012313832.2
LOC100649890	XM_003399147.3
LOC100649892	XM_012314431.2
LOC100649893	XM_003399624.3
LOC100649894	XM_012315064.2
LOC100649895	XM_003399866.3
LOC100649896	XM_012315603.2
LOC100649897	XM_003400676.3
LOC100649898	XM_012316579.2
LOC100649899	XM_003401001.3
LOC100649900	XM_003401324.2
LOC100649901	XM_012317418.2
LOC100649903	XM_003401726.3
LOC100649904	XM_003401881.3
LOC100649906	XM_020867781.1
LOC100649907	XM_003402744.3
LOC100649908	XM_012319327.2
LOC100649909	XM_003403042.3
LOC100649910	XM_012319810.2
LOC100649911	XM_012316519.2
LOC100649912	XM_003392954.3
LOC100649913	XM_012312307.2
LOC100649914	XM_020867863.1
LOC100649915	XM_003393582.3
LOC100649916	XM_012320261.2
LOC100649918	XM_012321051.2
LOC100649919	XM_020868490.1
LOC100649920	XM_012321305.2
LOC100649921	XM_003394855.3
LOC100649922	NM_001287563.1
LOC100649923	XM_020863103.1
LOC100649924	XM_003395588.3
LOC100649925	XM_012308853.2
LOC100649926	XM_020863496.1
LOC100649927	XM_003396323.3
LOC100649929	XM_020863971.1
LOC100649931	XM_012311088.1
LOC100649932	XM_012311282.1
LOC100649933	XM_020864356.1
LOC100649934	XM_020865145.1
LOC100649935	XM_020865034.1
LOC100649936	XM_020864992.1
LOC100649937	XM_003398589.3
LOC100649938	XM_020865252.1
LOC100649939	XM_012314566.2
LOC100649940	XM_020865971.1
LOC100649941	XM_003399943.2
LOC100649943	XM_012315505.2
LOC100649944	XM_012315805.2
LOC100649946	XM_003400757.3
LOC100649947	XM_012316694.2
LOC100649948	XM_020867341.1
LOC100649949	XM_003402349.3
LOC100649950	XM_012319085.2
LOC100649951	XM_003402818.3
LOC100649952	XM_012309094.2
LOC100649954	XM_003393502.3
LOC100649955	XM_012307705.2
LOC100649958	XM_012309170.2
LOC100649959	XM_003395996.3
LOC100649960	XM_012310476.2
LOC100649961	XM_020864024.1
LOC100649962	XM_003396966.3
LOC100649963	XM_020864725.1
LOC100649964	XM_003397933.3
LOC100649965	XM_020865062.1
LOC100649966	XM_020864869.1
LOC100649967	XM_012312922.2
LOC100649968	XM_003398666.3
LOC100649969	XM_003398905.3
LOC100649970	XM_012314333.1
LOC100649972	XM_012316270.2
LOC100649973	XM_003401159.2
LOC100649975	XM_012317282.2
LOC100649976	XM_003401643.3
LOC100649977	XM_020867371.1
LOC100649978	XM_003402124.3
LOC100649979	XM_020867580.1
LOC100649980	XM_003402278.3
LOC100649981	XM_020867691.1
LOC100649982	XM_020867824.1
LOC100649983	XM_003402967.3
LOC100649984	XR_002308882.1
LOC100649986	XM_020863353.1
LOC100649987	XM_020868087.1
LOC100649988	XM_003393819.3
LOC100649989	XM_020867237.1
LOC100649990	XM_020868568.1
LOC100649991	XM_012320718.2
LOC100649992	XM_003394304.3
LOC100649993	XM_012307878.2
LOC100649994	XM_003395422.3
LOC100649995	XM_012309391.2
LOC100649996	XM_020863856.1
LOC100649997	XM_012310244.2
LOC100649998	XM_012310703.2
LOC100650000	XM_012311372.2
LOC100650001	XM_012311735.2
LOC100650003	XM_020865336.1
LOC100650004	XM_012313836.2
LOC100650005	NM_001280906.1
LOC100650006	XM_012314095.2
LOC100650007	XM_003399382.3
LOC100650008	XM_003399625.2
LOC100650010	XM_020866173.1
LOC100650011	XM_020866445.1
LOC100650012	XM_003400677.3
LOC100650013	XM_003400920.3
LOC100650014	XM_003401002.3
LOC100650015	XM_003401325.2
LOC100650016	XM_020866726.1
LOC100650017	XM_003401727.3
LOC100650018	XM_012318021.2
LOC100650019	XM_020867782.1
LOC100650021	XM_012319438.2
LOC100650022	XM_012319698.2
LOC100650023	XM_012320868.2
LOC100650024	XM_003392955.3
LOC100650025	XM_003393349.3
LOC100650026	XM_020864467.1
LOC100650027	XM_012316427.2
LOC100650028	XR_002308973.1
LOC100650029	XM_020868485.1
LOC100650030	XM_020868650.1
LOC100650032	XM_012307856.2
LOC100650033	NM_001286444.1
LOC100650034	XM_012309051.2
LOC100650035	XM_012309108.2
LOC100650037	XM_020863497.1
LOC100650039	XM_003396641.3
LOC100650040	XM_003397131.3
LOC100650041	XM_012311093.2
LOC100650042	XM_020864162.1
LOC100650043	XM_020864756.1
LOC100650044	XM_003397775.2
LOC100650045	XM_020865052.1
LOC100650046	XM_012312488.2
LOC100650047	XM_003398256.3
LOC100650048	XM_012313100.2
LOC100650049	XM_012313451.2
LOC100650050	XM_003399546.3
LOC100650051	XM_012314942.2
LOC100650052	XM_012314666.2
LOC100650053	XM_020866294.1
LOC100650054	XM_020866224.1
LOC100650055	XM_003400348.3
LOC100650056	XM_012316450.2
LOC100650057	XM_012316875.2
LOC100650058	XM_003401564.3
LOC100650059	XM_020867347.1
LOC100650060	XM_003402043.3
LOC100650061	XM_020867680.1
LOC100650062	XM_012319086.2
LOC100650063	XM_003402819.3
LOC100650064	XM_003403202.3
LOC100650065	XM_003403346.3
LOC100650066	XM_020868669.1
LOC100650067	XM_003393193.3
LOC100650068	XM_012315019.1
LOC100650069	XM_020865967.1
LOC100650070	XM_012320577.2
LOC100650071	XM_003394771.3
LOC100650072	XM_003394936.3
LOC100650073	XM_003395022.3
LOC100650074	XM_020863066.1
LOC100650075	XM_003395589.3
LOC100650076	XM_012309148.2
LOC100650077	XM_012309484.2
LOC100650078	XM_020863697.1
LOC100650079	XM_020864032.1
LOC100650082	XM_003397050.3
LOC100650083	XM_003397372.3
LOC100650084	XM_003397613.3
LOC100650085	XM_003397858.2
LOC100650086	XM_020864623.1
LOC100650087	XM_012312932.2
LOC100650088	XM_003398335.3
LOC100650089	XM_012312390.2
LOC100650090	XM_012313335.2
LOC100650091	XM_012313701.2
LOC100650092	XM_020865931.1
LOC100650093	XM_012315068.2
LOC100650094	XM_003400591.3
LOC100650096	XM_020867019.1
LOC100650097	XM_020867024.1
LOC100650098	XM_003401644.3
LOC100650099	XM_012318151.1
LOC100650101	XM_012318392.2
LOC100650103	XM_003402592.3
LOC100650104	XM_012319498.2
LOC100650105	XM_020868086.1
LOC100650106	XM_003403272.2
LOC100650107	XM_012310836.2
LOC100650108	XM_020868092.1
LOC100650109	XM_003393820.3
LOC100650110	XM_012320262.2
LOC100650111	XM_003393979.3
LOC100650112	XM_020868690.1
LOC100650113	XR_001099777.2
LOC100650114	XM_020862904.1
LOC100650115	XM_012309411.2
LOC100650116	XM_012309858.2
LOC100650117	XM_012310243.2
LOC100650118	XM_003396883.3
LOC100650119	XM_003397534.3
LOC100650120	XM_020865340.1
LOC100650121	XM_003398990.3
LOC100650122	XM_003399149.3
LOC100650123	XM_020865552.1
LOC100650124	XM_012314411.2
LOC100650125	XM_003399626.3
LOC100650126	XM_003399867.3
LOC100650127	XM_003400102.3
LOC100650128	XR_001099288.2
LOC100650129	XM_003400678.3
LOC100650131	XM_003401326.2
LOC100650132	XM_012317407.2
LOC100650133	XM_020867304.1
LOC100650134	XM_003401883.3
LOC100650135	XM_003402511.2
LOC100650136	XM_012319129.2
LOC100650138	XM_003403044.2
LOC100650139	XM_003392872.2
LOC100650140	XM_012321067.2
LOC100650141	XM_020863463.1
LOC100650142	XM_020865107.1
LOC100650143	XM_012316451.2
LOC100650145	XM_012321146.2
LOC100650146	XM_020862661.1
LOC100650147	XM_020862883.1
LOC100650149	XM_012309053.2
LOC100650151	XM_020862945.1
LOC100650152	XM_003395759.3
LOC100650153	XM_003395915.3
LOC100650154	XM_012309652.1
LOC100650155	XR_002307860.1
LOC100650156	XM_012309727.2
LOC100650157	XM_003396642.3
LOC100650158	XM_003397132.3
LOC100650159	XM_020864095.1
LOC100650160	XM_003397694.2
LOC100650161	XM_020864323.1
LOC100650162	XM_012313015.2
LOC100650163	XM_012312494.2
LOC100650164	XM_003398257.3
LOC100650165	XM_003398424.3
LOC100650166	XM_012313102.2
LOC100650167	XM_003398826.3
LOC100650168	XM_003399309.3
LOC100650169	XM_012314591.2
LOC100650170	XM_003399709.3
LOC100650171	XM_003399945.3
LOC100650173	XM_003400269.3
LOC100650174	XM_020866353.1
LOC100650175	XR_002308357.1
LOC100650176	XM_020866749.1
LOC100650177	XM_003401243.3
LOC100650178	XM_003401565.3
LOC100650179	XM_012317848.2
LOC100650180	XM_012317984.2
LOC100650181	XM_003402351.3
LOC100650182	XM_012318700.2
LOC100650183	XM_003402665.3
LOC100650184	XM_020867924.1
LOC100650185	XM_012319841.2
LOC100650186	XM_003403347.2
LOC100650188	XM_003393194.3
LOC100650189	XM_003393504.3
LOC100650190	XM_012317819.2
LOC100650191	XM_020868572.1
LOC100650192	XM_003394140.3
LOC100650193	XM_020868488.1
LOC100650194	XM_003394772.3
LOC100650195	XM_003394937.3
LOC100650196	XM_020862761.1
LOC100650198	XM_003395424.3
LOC100650199	XM_012308727.2
LOC100650201	XM_003395998.3
LOC100650202	XM_020863866.1
LOC100650203	XM_020864034.1
LOC100650204	XM_012311022.2
LOC100650206	XM_020864316.1
LOC100650207	XM_012312084.2
LOC100650208	XM_003397935.3
LOC100650209	XM_012312943.2
LOC100650210	XM_003398336.3
LOC100650211	XM_012312928.2
LOC100650212	XM_020865272.1
LOC100650213	XM_003398907.3
LOC100650215	XM_012315072.2
LOC100650216	XM_012315622.2
LOC100650218	XM_012316096.2
LOC100650219	XM_020866548.1
LOC100650220	XM_012316591.2
LOC100650221	XM_003401161.3
LOC100650223	XM_003401645.3
LOC100650224	XM_012318160.2
LOC100650225	XM_003402126.3
LOC100650226	XM_003402203.3
LOC100650228	XM_003402593.2
LOC100650229	XM_012319499.2
LOC100650230	XM_012319801.2
LOC100650232	XM_020868678.1
LOC100650233	XM_012313663.2
LOC100650234	XM_003393821.3
LOC100650235	XM_012320264.2
LOC100650236	XM_012320334.2
LOC100650237	XM_012320723.2
LOC100650238	XM_020868548.1
LOC100650239	XM_003395180.3
LOC100650241	XM_012309855.1
LOC100650242	XM_020864019.1
LOC100650243	XM_003396886.3
LOC100650244	XM_012311084.2
LOC100650245	XM_003397535.3
LOC100650246	XM_012313210.2
LOC100650247	XM_012314090.2
LOC100650248	XM_020865685.1
LOC100650249	XM_020865602.1
LOC100650250	XM_020866051.1
LOC100650251	XM_003399868.3
LOC100650252	XM_003400103.3
LOC100650253	XM_003400433.3
LOC100650254	XM_003400679.3
LOC100650255	XM_003400759.3
LOC100650256	XM_012316793.2
LOC100650257	XM_003401327.3
LOC100650258	XM_020866727.1
LOC100650259	XM_003401729.3
LOC100650260	XM_012318019.2
LOC100650261	XM_003402512.3
LOC100650262	XM_003402747.3
LOC100650263	XM_003402892.3
LOC100650264	XM_003403045.2
LOC100650265	XM_020865376.1
LOC100650266	XM_012321010.1
LOC100650267	XM_020863439.1
LOC100650269	XM_012316440.2
LOC100650270	XM_020868451.1
LOC100650271	XM_003394534.3
LOC100650272	XM_012321291.2
LOC100650274	NM_001285398.1
LOC100650275	XM_012309062.2
LOC100650276	XM_020863005.1
LOC100650277	XM_012308854.2
LOC100650278	XM_003395760.3
LOC100650279	XM_003395837.3
LOC100650280	XM_020863471.1
LOC100650281	XM_003396160.3
LOC100650283	XM_020863583.1
LOC100650284	XM_020864118.1
LOC100650286	XM_020864810.1
LOC100650287	XM_003397695.2
LOC100650289	XM_003398016.3
LOC100650290	XM_012312487.2
LOC100650291	XM_020865178.1
LOC100650292	XM_003398425.3
LOC100650293	XM_003398592.3
LOC100650294	XM_020865297.1
LOC100650295	XM_003399310.3
LOC100650297	XM_003399711.3
LOC100650299	XM_012315401.1
LOC100650300	XM_003400270.3
LOC100650301	XM_020866358.1
LOC100650302	XM_020866804.1
LOC100650303	XM_003401566.3
LOC100650304	XM_003401806.3
LOC100650305	XM_020867474.1
LOC100650306	XM_012318648.2
LOC100650307	XM_012319204.2
LOC100650308	XM_012319864.2
LOC100650309	XM_003403348.2
LOC100650310	XM_012309325.2
LOC100650311	XM_020864676.1
LOC100650312	XM_020867713.1
LOC100650314	XM_020868530.1
LOC100650315	XM_003394613.3
LOC100650316	XM_012307737.2
LOC100650317	XM_020862725.1
LOC100650318	XM_020862695.1
LOC100650319	XM_020863131.1
LOC100650320	XM_003395591.3
LOC100650321	XM_012309485.2
LOC100650322	XM_020864041.1
LOC100650323	XM_020864031.1
LOC100650324	XM_003396558.3
LOC100650325	XM_012310503.2
LOC100650327	XM_003397615.3
LOC100650328	XM_020864462.1
LOC100650329	XM_020864773.1
LOC100650330	XM_020864863.1
LOC100650331	XM_003398337.3
LOC100650332	XM_003398508.3
LOC100650333	XM_003398669.3
LOC100650334	XM_003398908.3
LOC100650335	XM_012313838.2
LOC100650336	XM_012314570.2
LOC100650337	XM_003399791.3
LOC100650338	XM_020866250.1
LOC100650339	XM_020866566.1
LOC100650340	XM_020866589.1
