OrthoGroup	Function	Contrast	Source	DETot
OG0009149	Unknown	Wound	B.terrestris	1
OG0009246	Unknown	Wound	C.australensis	1
OG0009257	Unknown	Wound	C.australensis	1
OG0009337	Unknown	Wound	P.lanio	1
OG0009458	Unknown	Wound	C.australensis	1
OG0009555	Unknown	Wound	P.lanio	1
OG0009981	Unknown	Wound	C.australensis	1
OG0010541	Unknown	Wound	C.australensis	1
OG0010609	Unknown	Wound	P.lanio	1
OG0011010	Unknown	Wound	P.lanio	1
OG0011038	Unknown	Wound	P.lanio	1
Unassigned_Amel_1	Unknown	Wound	A.melifera	1
Unassigned_Amel_10	Unknown	Wound	A.melifera	1
Unassigned_Amel_11	Unknown	Wound	A.melifera	1
Unassigned_Amel_12	Unknown	Wound	A.melifera	1
Unassigned_Amel_13	Unknown	Wound	A.melifera	1
Unassigned_Amel_14	Unknown	Wound	A.melifera	1
Unassigned_Amel_15	Unknown	Wound	A.melifera	1
Unassigned_Amel_16	Unknown	Wound	A.melifera	1
Unassigned_Amel_17	Unknown	Wound	A.melifera	1
Unassigned_Amel_18	Unknown	Wound	A.melifera	1
Unassigned_Amel_19	Unknown	Wound	A.melifera	1
Unassigned_Amel_2	Unknown	Wound	A.melifera	1
Unassigned_Amel_20	Unknown	Wound	A.melifera	1
Unassigned_Amel_21	Unknown	Wound	A.melifera	1
Unassigned_Amel_22	Unknown	Wound	A.melifera	1
Unassigned_Amel_23	Unknown	Wound	A.melifera	1
Unassigned_Amel_24	Unknown	Wound	A.melifera	1
Unassigned_Amel_25	Unknown	Wound	A.melifera	1
Unassigned_Amel_26	Unknown	Wound	A.melifera	1
Unassigned_Amel_27	Unknown	Wound	A.melifera	1
Unassigned_Amel_28	Unknown	Wound	A.melifera	1
Unassigned_Amel_3	Unknown	Wound	A.melifera	1
Unassigned_Amel_4	Unknown	Wound	A.melifera	1
Unassigned_Amel_5	Unknown	Wound	A.melifera	1
Unassigned_Amel_6	Unknown	Wound	A.melifera	1
Unassigned_Amel_7	Unknown	Wound	A.melifera	1
Unassigned_Amel_8	Unknown	Wound	A.melifera	1
Unassigned_Amel_9	Unknown	Wound	A.melifera	1
Unassigned_Bter_95	Unknown	Wound	B.terrestris	1
Unassigned_Bter_96	Unknown	Wound	B.terrestris	1
Unassigned_Bter_97	Unknown	Wound	B.terrestris	1
Unassigned_Bter_98	Unknown	Wound	B.terrestris	1
Unassigned_Caus_132	Unknown	Wound	C.australensis	1
Unassigned_Caus_133	Unknown	Wound	C.australensis	1
Unassigned_Caus_134	Unknown	Wound	C.australensis	1
Unassigned_Caus_135	Unknown	Wound	C.australensis	1
Unassigned_Caus_136	Unknown	Wound	C.australensis	1
Unassigned_Caus_137	Unknown	Wound	C.australensis	1
Unassigned_Caus_138	Unknown	Wound	C.australensis	1
Unassigned_Caus_139	Unknown	Wound	C.australensis	1
Unassigned_Caus_140	Unknown	Wound	C.australensis	1
Unassigned_Caus_141	Unknown	Wound	C.australensis	1
Unassigned_Caus_142	Unknown	Wound	C.australensis	1
Unassigned_Caus_143	Unknown	Wound	C.australensis	1
Unassigned_Caus_144	Unknown	Wound	C.australensis	1
Unassigned_Caus_145	Unknown	Wound	C.australensis	1
Unassigned_Caus_146	Unknown	Wound	C.australensis	1
Unassigned_Caus_147	Unknown	Wound	C.australensis	1
Unassigned_Caus_148	Unknown	Wound	C.australensis	1
Unassigned_Caus_149	Unknown	Wound	C.australensis	1
Unassigned_Caus_150	Unknown	Wound	C.australensis	1
Unassigned_Caus_151	Unknown	Wound	C.australensis	1
Unassigned_Caus_152	Unknown	Wound	C.australensis	1
Unassigned_Plan_183	Unknown	Wound	P.lanio	1
Unassigned_Plan_184	Unknown	Wound	P.lanio	1
Unassigned_Plan_185	Unknown	Wound	P.lanio	1
Unassigned_Plan_186	Unknown	Wound	P.lanio	1
Unassigned_Plan_187	Unknown	Wound	P.lanio	1
Unassigned_Plan_188	Unknown	Wound	P.lanio	1
Unassigned_Plan_189	Unknown	Wound	P.lanio	1
Unassigned_Plan_190	Unknown	Wound	P.lanio	1
Unassigned_Plan_191	Unknown	Wound	P.lanio	1
Unassigned_Plan_192	Unknown	Wound	P.lanio	1
Unassigned_Plan_193	Unknown	Wound	P.lanio	1
Unassigned_Plan_194	Unknown	Wound	P.lanio	1
Unassigned_Plan_195	Unknown	Wound	P.lanio	1
Unassigned_Plan_196	Unknown	Wound	P.lanio	1
Unassigned_Plan_197	Unknown	Wound	P.lanio	1
Unassigned_Plan_198	Unknown	Wound	P.lanio	1
Unassigned_Plan_199	Unknown	Wound	P.lanio	1
Unassigned_Plan_200	Unknown	Wound	P.lanio	1
